"","CVE","NOM_MUN","total","covid","covid_1"
"1458","20284","San Miguel Tilquiápam",0,0,"0 casos"
"1459","20267","San Miguel del Río",0,0,"0 casos"
"1460","20262","San Miguel Amatlán",0,0,"0 casos"
"1461","20247","Capulálpam de Méndez",0,0,"0 casos"
"1462","20238","San Martín de los Cansecos",0,0,"0 casos"
"1463","20233","San Lucas Quiaviní",0,NA,"0 casos"
"1464","20227","San Lorenzo Cacaotepec",0,NA,"0 casos"
"1465","20219","San Juan Teitipac",0,NA,"0 casos"
"1466","20197","San Juan Guelavía",0,NA,"0 casos"
"1467","20191","San Juan Chicomezúchil",0,0,"0 casos"
"1468","20178","San Juan Bautista Guelache",1,NA,"Uno o más casos"
"1469","20174","Ánimas Trujano",1,NA,"Uno o más casos"
"1470","20162","San Jerónimo Taviche",0,NA,"0 casos"
"1471","20157","San Jacinto Amilpas",1,NA,"Uno o más casos"
"1472","20118","San Bartolomé Quialana",0,NA,"0 casos"
"1473","20112","San Baltazar Chichicápam",0,0,"0 casos"
"1474","20084","San Agustín Etla",1,NA,"Uno o más casos"
"1475","20083","San Agustín de las Juntas",0,NA,"0 casos"
"1476","20078","Rojas de Cuauhtémoc",0,NA,"0 casos"
"1477","20069","La Pe",0,0,"0 casos"
"1478","20051","Magdalena Teitipac",0,NA,"0 casos"
"1479","20049","Magdalena Ocotlán",0,0,"0 casos"
"1480","20094","San Andrés Nuxiño",0,NA,"0 casos"
"1481","20092","San Andrés Ixtlahuaca",2,NA,"Uno o más casos"
"1482","20063","Nazareno Etla",1,NA,"Uno o más casos"
"1483","20048","Magdalena Mixtepec",0,NA,"0 casos"
"1484","20569","Santa Inés de Zaragoza",0,NA,"0 casos"
"1485","20535","San Vicente Lachixío",0,NA,"0 casos"
"1486","20531","Santo Tomás Mazaltepec",0,0,"0 casos"
"1487","20511","Santo Domingo Nuxaá",0,NA,"0 casos"
"1488","20494","Santiago Tlazoyaltepec",0,0,"0 casos"
"1489","20487","Santiago Tenango",0,NA,"0 casos"
"1490","20155","San Ildefonso Sola",0,0,"0 casos"
"1491","20277","Villa Sola de Vega",0,NA,"0 casos"
"1492","20294","San Pablo Huitzo",2,NA,"Uno o más casos"
"1493","20338","Villa de Etla",1,NA,"Uno o más casos"
"1494","20193","San Juan del Estado",0,NA,"0 casos"
"1495","20045","Magdalena Apasco",6,NA,"Uno o más casos"
"1496","20077","Reyes Etla",0,NA,"0 casos"
"1497","20483","Santiago Suchilquitongo",1,NA,"Uno o más casos"
"1498","20553","Tlalixtac de Cabrera",0,NA,"0 casos"
"1499","20091","San Andrés Huayápam",1,NA,"Uno o más casos"
"1500","20067","Oaxaca de Juárez",43,NA,"Uno o más casos"
"1501","20145","San Francisco Lachigoló",0,NA,"0 casos"
"1502","20550","San Jerónimo Tlacochahuaya",0,NA,"0 casos"
"1503","20546","Teotitlán del Valle",0,NA,"0 casos"
"1504","20007","Asunción Ocotlán",0,NA,"0 casos"
"1505","20530","Santo Tomás Jalieza",0,NA,"0 casos"
"1506","20315","San Pedro Mártir",0,NA,"0 casos"
"1507","20243","San Martín Tilcajete",0,NA,"0 casos"
"1508","20192","San Juan Chilateca",0,NA,"0 casos"
"1509","20132","San Dionisio Ocotlán",0,NA,"0 casos"
"1510","20068","Ocotlán de Morelos",1,NA,"Uno o más casos"
"1511","20301","San Pedro Apóstol",0,NA,"0 casos"
"1512","20072","San José del Progreso",0,NA,"0 casos"
"1513","20087","San Agustín Yatareni",1,NA,"Uno o más casos"
"1514","20452","Santiago Apóstol",0,NA,"0 casos"
"1515","20360","Santa Ana Zegache",0,NA,"0 casos"
"1516","20103","San Antonino Castillo Velasco",3,NA,"Uno o más casos"
"1517","20318","San Pedro Mixtepec -Dto. 22 -",5,NA,"Uno o más casos"
"1518","20401","Santa María Colotepec",0,NA,"0 casos"
"1519","20012","Candelaria Loxicha",0,NA,"0 casos"
"1520","20071","Pluma Hidalgo",0,NA,"0 casos"
"1521","20557","Unión Hidalgo",3,NA,"Uno o más casos"
"1522","20043","Heroica Ciudad de Juchitán de Zaragoza",8,NA,"Uno o más casos"
"1523","20143","San Francisco Ixhuatán",1,NA,"Uno o más casos"
"1524","20141","San Francisco del Mar",0,NA,"0 casos"
"1525","20075","Reforma de Pineda",0,NA,"0 casos"
"1526","20025","Chahuites",1,NA,"Uno o más casos"
"1527","20005","Asunción Ixtaltepec",1,NA,"Uno o más casos"
"1528","20305","San Pedro Comitancillo",1,NA,"Uno o más casos"
"1529","20010","El Barrio de la Soledad",2,NA,"Uno o más casos"
"1530","20427","Santa María Petapa",0,NA,"0 casos"
"1531","20102","San Andrés Zautla",0,NA,"0 casos"
"1532","20211","San Juan Ozolotepec",0,0,"0 casos"
"1533","20327","San Pedro Tapanatepec",0,NA,"0 casos"
"1534","20453","Santiago Astata",0,NA,"0 casos"
"1535","20413","Santa María Huatulco",8,NA,"Uno o más casos"
"1536","20334","Villa de Tututepec de Melchor Ocampo",0,NA,"0 casos"
"1537","20057","Matías Romero Avendaño",1,NA,"Uno o más casos"
"1538","20470","Santiago Lachiguiri",0,NA,"0 casos"
"1539","20205","San Juan Lalana",0,0,"0 casos"
"1540","20042","Ixtlán de Juárez",0,0,"0 casos"
"1541","20183","San Juan Bautista Tlachichilco",0,0,"0 casos"
"1542","20073","Putla Villa de Guerrero",0,NA,"0 casos"
"1543","20039","Heroica Ciudad de Huajuapan de León",13,NA,"Uno o más casos"
"1544","20020","Constancia del Rosario",0,NA,"0 casos"
"1545","20006","Asunción Nochixtlán",3,NA,"Uno o más casos"
"1546","20537","Silacayoápam",0,0,"0 casos"
"1547","20390","Santa Lucía del Camino",4,NA,"Uno o más casos"
"1548","20350","San Sebastián Tutla",0,NA,"0 casos"
"1549","20515","Santo Domingo Tehuantepec",1,NA,"Uno o más casos"
"1550","20570","Zimatlán de Álvarez",2,NA,"Uno o más casos"
"1551","20551","Tlacolula de Matamoros",2,NA,"Uno o más casos"
"1552","20460","Santiago Choápam",0,0,"0 casos"
"1553","20198","San Juan Guichicovi",0,NA,"0 casos"
"1554","20115","San Bartolo Coyotepec",2,NA,"Uno o más casos"
"1555","20064","Nejapa de Madero",0,0,"0 casos"
"1556","20044","Loma Bonita",2,NA,"Uno o más casos"
"1557","20036","Guevea de Humboldt",0,0,"0 casos"
"1558","20292","San Pablo Cuatro Venados",0,NA,"0 casos"
"1559","21027","Caltepec",0,NA,"0 casos"
"1560","21072","Huehuetla",1,NA,"Uno o más casos"
"1561","21073","Huehuetlán el Chico",4,NA,"Uno o más casos"
"1562","21088","Jonotla",1,NA,"Uno o más casos"
"1563","21155","Tecomatlán",2,NA,"Uno o más casos"
"1564","21216","Zoquiapan",0,NA,"0 casos"
"1565","21117","Rafael Lara Grajales",2,NA,"Uno o más casos"
"1566","21002","Acateno",0,NA,"0 casos"
"1567","21005","Acteopan",1,NA,"Uno o más casos"
"1568","21006","Ahuacatlán",0,NA,"0 casos"
"1569","21007","Ahuatlán",0,NA,"0 casos"
"1570","21008","Ahuazotepec",1,NA,"Uno o más casos"
"1571","21009","Ahuehuetitla",0,NA,"0 casos"
"1572","21011","Albino Zertuche",0,NA,"0 casos"
"1573","21012","Aljojuca",0,NA,"0 casos"
"1574","21014","Amixtlán",0,0,"0 casos"
"1575","21016","Aquixtla",0,NA,"0 casos"
"1576","21017","Atempan",2,NA,"Uno o más casos"
"1577","21018","Atexcal",0,NA,"0 casos"
"1578","21021","Atzala",0,NA,"0 casos"
"1579","21022","Atzitzihuacán",1,NA,"Uno o más casos"
"1580","21023","Atzitzintla",0,NA,"0 casos"
"1581","21024","Axutla",0,NA,"0 casos"
"1582","21025","Ayotoxco de Guerrero",0,NA,"0 casos"
"1583","21026","Calpan",2,NA,"Uno o más casos"
"1584","21028","Camocuautla",0,0,"0 casos"
"1585","21029","Caxhuacan",0,NA,"0 casos"
"1586","21030","Coatepec",0,NA,"0 casos"
"1587","21031","Coatzingo",0,0,"0 casos"
"1588","21032","Cohetzala",0,NA,"0 casos"
"1589","21033","Cohuecan",0,NA,"0 casos"
"1590","21036","Coyomeapan",0,NA,"0 casos"
"1591","21037","Coyotepec",1,NA,"Uno o más casos"
"1592","21038","Cuapiaxtla de Madero",1,NA,"Uno o más casos"
"1593","21039","Cuautempan",0,NA,"0 casos"
"1594","21040","Cuautinchán",0,NA,"0 casos"
"1595","21041","Cuautlancingo",13,NA,"Uno o más casos"
"1596","21042","Cuayuca de Andrade",0,0,"0 casos"
"1597","21043","Cuetzalan del Progreso",2,NA,"Uno o más casos"
"1598","21044","Cuyoaco",3,NA,"Uno o más casos"
"1599","21045","Chalchicomula de Sesma",3,NA,"Uno o más casos"
"1600","21046","Chapulco",1,NA,"Uno o más casos"
"1601","21049","Chiconcuautla",0,NA,"0 casos"
"1602","21050","Chichiquila",0,NA,"0 casos"
"1603","21052","Chigmecatitlán",0,0,"0 casos"
"1604","21053","Chignahuapan",7,NA,"Uno o más casos"
"1605","21054","Chignautla",2,NA,"Uno o más casos"
"1606","21055","Chila",0,NA,"0 casos"
"1607","21056","Chila de la Sal",1,NA,"Uno o más casos"
"1608","21057","Honey",0,NA,"0 casos"
"1609","21058","Chilchotla",4,NA,"Uno o más casos"
"1610","21059","Chinantla",1,NA,"Uno o más casos"
"1611","21061","Eloxochitlán",0,NA,"0 casos"
"1612","21062","Epatlán",0,NA,"0 casos"
"1613","21063","Esperanza",2,NA,"Uno o más casos"
"1614","21066","Guadalupe",0,NA,"0 casos"
"1615","21067","Guadalupe Victoria",3,NA,"Uno o más casos"
"1616","21068","Hermenegildo Galeana",0,NA,"0 casos"
"1617","21069","Huaquechula",4,NA,"Uno o más casos"
"1618","21070","Huatlatlauca",0,0,"0 casos"
"1619","21071","Huauchinango",22,NA,"Uno o más casos"
"1620","21074","Huejotzingo",22,NA,"Uno o más casos"
"1621","21075","Hueyapan",0,NA,"0 casos"
"1622","21076","Hueytamalco",0,NA,"0 casos"
"1623","21077","Hueytlalpan",0,NA,"0 casos"
"1624","21078","Huitzilan de Serdán",0,NA,"0 casos"
"1625","21080","Atlequizayan",0,NA,"0 casos"
"1626","21081","Ixcamilpa de Guerrero",0,NA,"0 casos"
"1627","21082","Ixcaquixtla",2,NA,"Uno o más casos"
"1628","21083","Ixtacamaxtitlán",1,NA,"Uno o más casos"
"1629","21084","Ixtepec",0,NA,"0 casos"
"1630","21086","Jalpan",1,NA,"Uno o más casos"
"1631","21087","Jolalpan",1,NA,"Uno o más casos"
"1632","21089","Jopala",0,NA,"0 casos"
"1633","21091","Juan Galindo",0,NA,"0 casos"
"1634","21092","Juan N. Méndez",0,NA,"0 casos"
"1635","21093","Lafragua",0,NA,"0 casos"
"1636","21094","Libres",3,NA,"Uno o más casos"
"1637","21095","La Magdalena Tlatlauquitepec",0,0,"0 casos"
"1638","21096","Mazapiltepec de Juárez",0,NA,"0 casos"
"1639","21097","Mixtla",0,NA,"0 casos"
"1640","21098","Molcaxac",0,NA,"0 casos"
"1641","21099","Cañada Morelos",0,NA,"0 casos"
"1642","21100","Naupan",3,NA,"Uno o más casos"
"1643","21101","Nauzontla",0,NA,"0 casos"
"1644","21103","Nicolás Bravo",0,NA,"0 casos"
"1645","21104","Nopalucan",0,NA,"0 casos"
"1646","21105","Ocotepec",0,NA,"0 casos"
"1647","21107","Olintla",1,NA,"Uno o más casos"
"1648","21108","Oriental",1,NA,"Uno o más casos"
"1649","21109","Pahuatlán",0,NA,"0 casos"
"1650","21112","Petlalcingo",0,NA,"0 casos"
"1651","21113","Piaxtla",1,NA,"Uno o más casos"
"1652","21116","Quimixtlán",1,NA,"Uno o más casos"
"1653","21118","Los Reyes de Juárez",5,NA,"Uno o más casos"
"1654","21119","San Andrés Cholula",61,NA,"Uno o más casos"
"1655","21120","San Antonio Cañada",0,NA,"0 casos"
"1656","21121","San Diego la Mesa Tochimiltzingo",0,NA,"0 casos"
"1657","21122","San Felipe Teotlalcingo",4,NA,"Uno o más casos"
"1658","21123","San Felipe Tepatlán",0,0,"0 casos"
"1659","21124","San Gabriel Chilac",0,NA,"0 casos"
"1660","21125","San Gregorio Atzompa",1,NA,"Uno o más casos"
"1661","21126","San Jerónimo Tecuanipan",0,NA,"0 casos"
"1662","21127","San Jerónimo Xayacatlán",1,NA,"Uno o más casos"
"1663","21128","San José Chiapa",0,NA,"0 casos"
"1664","21130","San Juan Atenco",0,NA,"0 casos"
"1665","21131","San Juan Atzompa",0,0,"0 casos"
"1666","21133","San Martín Totoltepec",0,0,"0 casos"
"1667","21134","San Matías Tlalancaleca",4,NA,"Uno o más casos"
"1668","21135","San Miguel Ixitlán",1,NA,"Uno o más casos"
"1669","21136","San Miguel Xoxtla",2,NA,"Uno o más casos"
"1670","21137","San Nicolás Buenos Aires",0,NA,"0 casos"
"1671","21138","San Nicolás de los Ranchos",4,NA,"Uno o más casos"
"1672","21139","San Pablo Anicano",1,NA,"Uno o más casos"
"1673","21140","San Pedro Cholula",44,NA,"Uno o más casos"
"1674","21141","San Pedro Yeloixtlahuaca",1,NA,"Uno o más casos"
"1675","21142","San Salvador el Seco",7,NA,"Uno o más casos"
"1676","21143","San Salvador el Verde",7,NA,"Uno o más casos"
"1677","21145","San Sebastián Tlacotepec",0,NA,"0 casos"
"1678","21146","Santa Catarina Tlaltempan",0,0,"0 casos"
"1679","21147","Santa Inés Ahuatempan",0,NA,"0 casos"
"1680","21148","Santa Isabel Cholula",2,NA,"Uno o más casos"
"1681","21149","Santiago Miahuatlán",0,NA,"0 casos"
"1682","21150","Huehuetlán el Grande",0,NA,"0 casos"
"1683","21151","Santo Tomás Hueyotlipan",1,NA,"Uno o más casos"
"1684","21152","Soltepec",0,NA,"0 casos"
"1685","21156","Tehuacán",31,NA,"Uno o más casos"
"1686","21157","Tehuitzingo",0,NA,"0 casos"
"1687","21158","Tenampulco",0,NA,"0 casos"
"1688","21159","Teopantlán",0,NA,"0 casos"
"1689","21160","Teotlalco",0,NA,"0 casos"
"1690","21162","Tepango de Rodríguez",0,0,"0 casos"
"1691","21165","Tepemaxalco",0,NA,"0 casos"
"1692","21166","Tepeojuma",1,NA,"Uno o más casos"
"1693","21167","Tepetzintla",0,NA,"0 casos"
"1694","21168","Tepexco",0,NA,"0 casos"
"1695","21169","Tepexi de Rodríguez",4,NA,"Uno o más casos"
"1696","21170","Tepeyahualco",1,NA,"Uno o más casos"
"1697","21171","Tepeyahualco de Cuauhtémoc",0,NA,"0 casos"
"1698","21172","Tetela de Ocampo",1,NA,"Uno o más casos"
"1699","21173","Teteles de Avila Castillo",0,NA,"0 casos"
"1700","21174","Teziutlán",7,NA,"Uno o más casos"
"1701","21175","Tianguismanalco",0,NA,"0 casos"
"1702","21176","Tilapa",0,NA,"0 casos"
"1703","21178","Tlacuilotepec",0,NA,"0 casos"
"1704","21179","Tlachichuca",1,NA,"Uno o más casos"
"1705","21180","Tlahuapan",2,NA,"Uno o más casos"
"1706","21181","Tlaltenango",0,NA,"0 casos"
"1707","21182","Tlanepantla",0,NA,"0 casos"
"1708","21183","Tlaola",0,NA,"0 casos"
"1709","21184","Tlapacoya",0,0,"0 casos"
"1710","21185","Tlapanalá",3,NA,"Uno o más casos"
"1711","21186","Tlatlauquitepec",0,NA,"0 casos"
"1712","21187","Tlaxco",0,NA,"0 casos"
"1713","21188","Tochimilco",0,NA,"0 casos"
"1714","21190","Totoltepec de Guerrero",0,NA,"0 casos"
"1715","21191","Tulcingo",10,NA,"Uno o más casos"
"1716","21192","Tuzamapan de Galeana",0,NA,"0 casos"
"1717","21193","Tzicatlacoyan",0,NA,"0 casos"
"1718","21195","Vicente Guerrero",0,NA,"0 casos"
"1719","21196","Xayacatlán de Bravo",0,NA,"0 casos"
"1720","21197","Xicotepec",5,NA,"Uno o más casos"
"1721","21198","Xicotlán",0,NA,"0 casos"
"1722","21200","Xochiapulco",0,NA,"0 casos"
"1723","21201","Xochiltepec",0,NA,"0 casos"
"1724","21202","Xochitlán de Vicente Suárez",1,NA,"Uno o más casos"
"1725","21203","Xochitlán Todos Santos",0,NA,"0 casos"
"1726","21204","Yaonáhuac",0,0,"0 casos"
"1727","21206","Zacapala",0,NA,"0 casos"
"1728","21207","Zacapoaxtla",6,NA,"Uno o más casos"
"1729","21208","Zacatlán",4,NA,"Uno o más casos"
"1730","21209","Zapotitlán",0,NA,"0 casos"
"1731","21210","Zapotitlán de Méndez",0,NA,"0 casos"
"1732","21211","Zaragoza",1,NA,"Uno o más casos"
"1733","21212","Zautla",2,NA,"Uno o más casos"
"1734","21213","Zihuateutla",0,NA,"0 casos"
"1735","21215","Zongozotla",0,0,"0 casos"
"1736","21199","Xiutetelco",2,NA,"Uno o más casos"
"1737","21205","Yehualtepec",3,NA,"Uno o más casos"
"1738","21177","Tlacotepec de Benito Juárez",3,NA,"Uno o más casos"
"1739","21164","Tepeaca",6,NA,"Uno o más casos"
"1740","21144","San Salvador Huixcolotla",1,NA,"Uno o más casos"
"1741","21111","Pantepec",0,NA,"0 casos"
"1742","21085","Izúcar de Matamoros",37,NA,"Uno o más casos"
"1743","21051","Chietla",5,NA,"Uno o más casos"
"1744","21020","Atoyatempan",0,NA,"0 casos"
"1745","21004","Acatzingo",7,NA,"Uno o más casos"
"1746","21013","Altepexi",1,NA,"Uno o más casos"
"1747","21035","Coxcatlán",0,NA,"0 casos"
"1748","21064","Francisco Z. Mena",1,NA,"Uno o más casos"
"1749","21102","Nealtican",0,NA,"0 casos"
"1750","21115","Quecholac",2,NA,"Uno o más casos"
"1751","21154","Tecamachalco",10,NA,"Uno o más casos"
"1752","21194","Venustiano Carranza",3,NA,"Uno o más casos"
"1753","21047","Chiautla",12,NA,"Uno o más casos"
"1754","21001","Acajete",7,NA,"Uno o más casos"
"1755","21015","Amozoc",10,NA,"Uno o más casos"
"1756","21065","General Felipe Ángeles",0,NA,"0 casos"
"1757","21106","Ocoyucan",10,NA,"Uno o más casos"
"1758","21129","San José Miahuatlán",1,NA,"Uno o más casos"
"1759","21161","Tepanco de López",0,NA,"0 casos"
"1760","21214","Zinacatepec",4,NA,"Uno o más casos"
"1761","21010","Ajalpan",4,NA,"Uno o más casos"
"1762","21034","Coronango",7,NA,"Uno o más casos"
"1763","21060","Domingo Arenas",2,NA,"Uno o más casos"
"1764","21090","Juan C. Bonilla",2,NA,"Uno o más casos"
"1765","21114","Puebla",614,NA,"Uno o más casos"
"1766","21153","Tecali de Herrera",5,NA,"Uno o más casos"
"1767","21189","Tochtepec",0,NA,"0 casos"
"1768","21163","Tepatlaxco de Hidalgo",2,NA,"Uno o más casos"
"1769","21079","Huitziltepec",1,NA,"Uno o más casos"
"1770","21003","Acatlán",3,NA,"Uno o más casos"
"1771","21019","Atlixco",19,NA,"Uno o más casos"
"1772","21110","Palmar de Bravo",1,NA,"Uno o más casos"
"1773","21217","Zoquitlán",1,NA,"Uno o más casos"
"1774","21132","San Martín Texmelucan",31,NA,"Uno o más casos"
"1775","21048","Chiautzingo",5,NA,"Uno o más casos"
"1776","22003","Arroyo Seco",0,NA,"0 casos"
"1777","22009","Jalpan de Serra",3,NA,"Uno o más casos"
"1778","22010","Landa de Matamoros",0,NA,"0 casos"
"1779","22002","Pinal de Amoles",0,NA,"0 casos"
"1780","22004","Cadereyta de Montes",3,NA,"Uno o más casos"
"1781","22015","San Joaquín",0,NA,"0 casos"
"1782","22013","Peñamiller",0,NA,"0 casos"
"1783","22018","Tolimán",1,NA,"Uno o más casos"
"1784","22005","Colón",2,NA,"Uno o más casos"
"1785","22007","Ezequiel Montes",2,NA,"Uno o más casos"
"1786","22011","El Marqués",16,NA,"Uno o más casos"
"1787","22014","Querétaro",194,NA,"Uno o más casos"
"1788","22017","Tequisquiapan",3,NA,"Uno o más casos"
"1789","22016","San Juan del Río",19,NA,"Uno o más casos"
"1790","22008","Huimilpan",0,NA,"0 casos"
"1791","22012","Pedro Escobedo",4,NA,"Uno o más casos"
"1792","22006","Corregidora",23,NA,"Uno o más casos"
"1793","22001","Amealco de Bonfil",3,NA,"Uno o más casos"
"1794","23003","Isla Mujeres",11,NA,"Uno o más casos"
"1795","23007","Lázaro Cárdenas",5,NA,"Uno o más casos"
"1796","23001","Cozumel",22,NA,"Uno o más casos"
"1797","23009","Tulum",12,NA,"Uno o más casos"
"1798","23008","Solidaridad",195,NA,"Uno o más casos"
"1799","23005","Benito Juárez",854,NA,"Uno o más casos"
"1800","23002","Felipe Carrillo Puerto",4,NA,"Uno o más casos"
"1801","23004","Othón P. Blanco",35,NA,"Uno o más casos"
"1802","23010","Bacalar",1,NA,"Uno o más casos"
"1803","23006","José María Morelos",3,NA,"Uno o más casos"
"1804","24058","El Naranjo",1,NA,"Uno o más casos"
"1805","24057","Matlapa",2,NA,"Uno o más casos"
"1806","24056","Villa de Arista",4,NA,"Uno o más casos"
"1807","24055","Zaragoza",0,NA,"0 casos"
"1808","24054","Xilitla",2,NA,"Uno o más casos"
"1809","24053","Axtla de Terrazas",2,NA,"Uno o más casos"
"1810","24052","Villa Juárez",0,NA,"0 casos"
"1811","24051","Villa Hidalgo",1,NA,"Uno o más casos"
"1812","24050","Villa de Reyes",1,NA,"Uno o más casos"
"1813","24049","Villa de Ramos",1,NA,"Uno o más casos"
"1814","24048","Villa de la Paz",0,NA,"0 casos"
"1815","24047","Villa de Guadalupe",0,NA,"0 casos"
"1816","24046","Villa de Arriaga",3,NA,"Uno o más casos"
"1817","24045","Venado",0,NA,"0 casos"
"1818","24044","Vanegas",0,0,"0 casos"
"1819","24043","Tierra Nueva",5,NA,"Uno o más casos"
"1820","24042","Tanquián de Escobedo",0,0,"0 casos"
"1821","24041","Tanlajás",0,NA,"0 casos"
"1822","24040","Tamuín",1,NA,"Uno o más casos"
"1823","24039","Tampamolón Corona",0,NA,"0 casos"
"1824","24038","Tampacán",0,NA,"0 casos"
"1825","24037","Tamazunchale",22,NA,"Uno o más casos"
"1826","24036","Tamasopo",4,NA,"Uno o más casos"
"1827","24035","Soledad de Graciano Sánchez",32,NA,"Uno o más casos"
"1828","24034","San Vicente Tancuayalab",0,NA,"0 casos"
"1829","24033","Santo Domingo",0,NA,"0 casos"
"1830","24032","Santa María del Río",6,NA,"Uno o más casos"
"1831","24031","Santa Catarina",0,NA,"0 casos"
"1832","24030","San Nicolás Tolentino",0,NA,"0 casos"
"1833","24029","San Martín Chalchicuautla",0,NA,"0 casos"
"1834","24028","San Luis Potosí",148,NA,"Uno o más casos"
"1835","24027","San Ciro de Acosta",0,NA,"0 casos"
"1836","24026","San Antonio",0,NA,"0 casos"
"1837","24025","Salinas",0,NA,"0 casos"
"1838","24024","Rioverde",3,NA,"Uno o más casos"
"1839","24023","Rayón",0,NA,"0 casos"
"1840","24022","Moctezuma",0,NA,"0 casos"
"1841","24021","Mexquitic de Carmona",3,NA,"Uno o más casos"
"1842","24020","Matehuala",4,NA,"Uno o más casos"
"1843","24019","Lagunillas",0,0,"0 casos"
"1844","24018","Huehuetlán",1,NA,"Uno o más casos"
"1845","24017","Guadalcázar",0,NA,"0 casos"
"1846","24016","Ebano",0,NA,"0 casos"
"1847","24015","Charcas",0,0,"0 casos"
"1848","24014","Coxcatlán",1,NA,"Uno o más casos"
"1849","24013","Ciudad Valles",35,NA,"Uno o más casos"
"1850","24012","Tancanhuitz",1,NA,"Uno o más casos"
"1851","24011","Ciudad Fernández",5,NA,"Uno o más casos"
"1852","24010","Ciudad del Maíz",1,NA,"Uno o más casos"
"1853","24009","Cerro de San Pedro",8,NA,"Uno o más casos"
"1854","24008","Cerritos",0,NA,"0 casos"
"1855","24007","Cedral",0,NA,"0 casos"
"1856","24006","Catorce",0,0,"0 casos"
"1857","24005","Cárdenas",0,NA,"0 casos"
"1858","24004","Armadillo de los Infante",0,NA,"0 casos"
"1859","24003","Aquismón",10,NA,"Uno o más casos"
"1860","24002","Alaquines",0,NA,"0 casos"
"1861","24001","Ahualulco",1,NA,"Uno o más casos"
"1862","25002","Angostura",10,NA,"Uno o más casos"
"1863","25001","Ahome",218,NA,"Uno o más casos"
"1864","25003","Badiraguato",10,NA,"Uno o más casos"
"1865","25004","Concordia",0,NA,"0 casos"
"1866","25005","Cosalá",5,NA,"Uno o más casos"
"1867","25007","Choix",2,NA,"Uno o más casos"
"1868","25008","Elota",4,NA,"Uno o más casos"
"1869","25009","Escuinapa",9,NA,"Uno o más casos"
"1870","25010","El Fuerte",13,NA,"Uno o más casos"
"1871","25011","Guasave",56,NA,"Uno o más casos"
"1872","25013","Mocorito",13,NA,"Uno o más casos"
"1873","25014","Rosario",3,NA,"Uno o más casos"
"1874","25015","Salvador Alvarado",31,NA,"Uno o más casos"
"1875","25016","San Ignacio",3,NA,"Uno o más casos"
"1876","25018","Navolato",52,NA,"Uno o más casos"
"1877","25006","Culiacán",954,NA,"Uno o más casos"
"1878","25017","Sinaloa",13,NA,"Uno o más casos"
"1879","25012","Mazatlán",183,NA,"Uno o más casos"
"1880","26026","Etchojoa",5,NA,"Uno o más casos"
"1881","26042","Navojoa",23,NA,"Uno o más casos"
"1882","26012","Bácum",0,NA,"0 casos"
"1883","26033","Huatabampo",16,NA,"Uno o más casos"
"1884","26032","Huásabas",0,0,"0 casos"
"1885","26048","Puerto Peñasco",4,NA,"Uno o más casos"
"1886","26017","Caborca",23,NA,"Uno o más casos"
"1887","26050","Rayón",0,NA,"0 casos"
"1888","26049","Quiriego",0,NA,"0 casos"
"1889","26047","Pitiquito",0,NA,"0 casos"
"1890","26046","Oquitoa",0,NA,"0 casos"
"1891","26045","Opodepe",1,NA,"Uno o más casos"
"1892","26044","Onavas",0,NA,"0 casos"
"1893","26043","Nogales",49,NA,"Uno o más casos"
"1894","26041","Nacozari de García",0,NA,"0 casos"
"1895","26040","Nácori Chico",0,0,"0 casos"
"1896","26039","Naco",0,NA,"0 casos"
"1897","26038","Moctezuma",0,0,"0 casos"
"1898","26037","Mazatán",0,NA,"0 casos"
"1899","26036","Magdalena",2,NA,"Uno o más casos"
"1900","26035","Imuris",0,NA,"0 casos"
"1901","26034","Huépac",0,NA,"0 casos"
"1902","26031","Huachinera",0,0,"0 casos"
"1903","26068","Villa Pesqueira",1,NA,"Uno o más casos"
"1904","26028","Granados",0,0,"0 casos"
"1905","26027","Fronteras",0,NA,"0 casos"
"1906","26025","Empalme",0,NA,"0 casos"
"1907","26024","Divisaderos",0,0,"0 casos"
"1908","26023","Cumpas",0,0,"0 casos"
"1909","26022","Cucurpe",0,NA,"0 casos"
"1910","26021","La Colorada",0,NA,"0 casos"
"1911","26020","Carbó",1,NA,"Uno o más casos"
"1912","26019","Cananea",12,NA,"Uno o más casos"
"1913","26018","Cajeme",73,NA,"Uno o más casos"
"1914","26016","Benjamín Hill",0,NA,"0 casos"
"1915","26015","Bavispe",0,NA,"0 casos"
"1916","26014","Baviácora",0,NA,"0 casos"
"1917","26013","Banámichi",0,NA,"0 casos"
"1918","26011","Bacoachi",0,NA,"0 casos"
"1919","26010","Bacerac",0,0,"0 casos"
"1920","26009","Bacanora",0,0,"0 casos"
"1921","26008","Bacadéhuachi",0,0,"0 casos"
"1922","26007","Atil",0,0,"0 casos"
"1923","26006","Arizpe",0,NA,"0 casos"
"1924","26005","Arivechi",0,0,"0 casos"
"1925","26004","Altar",1,NA,"Uno o más casos"
"1926","26003","Alamos",0,NA,"0 casos"
"1927","26002","Agua Prieta",13,NA,"Uno o más casos"
"1928","26001","Aconchi",0,0,"0 casos"
"1929","26072","San Ignacio Río Muerto",0,NA,"0 casos"
"1930","26071","Benito Juárez",0,NA,"0 casos"
"1931","26070","General Plutarco Elías Calles",1,NA,"Uno o más casos"
"1932","26069","Yécora",0,NA,"0 casos"
"1933","26067","Villa Hidalgo",0,0,"0 casos"
"1934","26066","Ures",0,NA,"0 casos"
